,created_at,category,idea_id
0,2018-12-27 12:41:08.799,popup_shop,0
1,2018-01-30 03:34:03.555,popup_shop,1
2,2018-10-08 19:38:18.073,popup_shop,2
3,2018-07-18 13:56:33.655,unique,3
4,2018-06-10 16:05:47.156,popup_shop,4
5,2018-11-27 17:06:18.147,popup_shop,5
6,2018-03-27 14:46:16.091,unique,6
7,2018-05-11 10:37:40.444,popup_bar,7
8,2018-10-09 13:53:07.792,private_event,8
9,2019-01-17 11:05:49.420,private_event,9
10,2018-03-27 09:25:03.348,popup_shop,10
11,2019-01-11 19:20:54.258,popup_shop,11
12,2018-02-26 04:13:32.148,popup_bar,12
13,2018-10-19 15:38:16.629,popup_shop,13
14,2018-06-24 18:55:46.297,popup_shop,14
15,2018-05-27 14:40:31.988,popup_shop,15
16,2019-01-20 04:52:06.229,popup_bar,16
17,2018-03-18 12:59:03.320,unique,17
18,2018-07-18 07:47:10.923,popup_shop,18
19,2018-09-20 14:41:10.433,popup_shop,19
20,2018-04-18 09:52:28.150,popup_shop,20
21,2018-07-18 11:41:18.377,popup_shop,21
22,2018-09-04 15:35:29.269,popup_shop,22
23,2018-11-13 07:12:06.942,popup_shop,23
24,2018-04-30 16:34:30.897,unique,24
25,2018-06-06 15:44:27.617,sample_sale,25
26,2018-07-18 12:36:09.570,popup_shop,26
27,2018-03-07 13:46:31.621,popup_bar,27
28,2018-09-05 06:36:02.034,popup_shop,28
29,2018-06-06 13:35:35.491,popup_shop,29
30,2018-07-11 09:49:16.600,gallery,30
31,2018-07-10 10:52:12.732,popup_shop,31
32,2018-02-21 15:10:42.053,popup_shop,32
33,2018-03-18 18:36:41.847,popup_bar,33
34,2018-07-05 15:09:14.890,popup_shop,34
35,2018-08-15 19:22:44.607,private_event,35
36,2018-04-22 13:27:28.699,popup_shop,36
37,2018-06-20 09:20:39.664,popup_shop,37
38,2018-03-10 20:15:00.959,popup_shop,38
39,2018-05-12 07:40:16.168,popup_bar,39
40,2018-10-02 09:06:37.485,popup_shop,40
41,2018-01-18 10:56:41.280,popup_bar,41
42,2018-08-05 13:23:27.270,popup_shop,42
43,2018-06-28 10:32:40.079,popup_shop,43
44,2018-08-27 13:10:42.334,popup_shop,44
45,2018-02-04 04:47:15.852,popup_shop,45
46,2018-01-23 18:06:32.309,popup_bar,46
47,2018-08-01 15:51:23.857,popup_shop,47
48,2018-06-21 11:00:41.617,private_event,48
49,2018-03-21 17:23:22.815,popup_shop,49
50,2018-10-24 14:43:21.601,unique,50
51,2018-06-27 21:51:32.877,popup_shop,51
52,2018-10-08 11:23:36.593,popup_shop,52
53,2018-04-30 11:20:43.062,popup_shop,53
54,2018-03-13 13:47:52.810,unique,54
55,2018-01-03 08:30:18.695,private_event,55
56,2018-07-04 14:04:17.085,popup_shop,56
57,2018-04-30 20:50:06.703,popup_shop,57
58,2018-02-22 09:03:22.515,popup_shop,58
59,2018-04-10 08:21:33.993,popup_shop,59
60,2018-01-07 16:56:28.919,gallery,60
61,2018-06-06 02:24:15.336,popup_shop,61
62,2018-07-11 09:36:00.418,private_event,62
63,2018-06-12 20:31:24.641,private_event,63
64,2018-03-26 14:32:16.770,popup_shop,64
65,2018-02-08 14:51:48.013,popup_shop,65
66,2018-01-17 06:54:42.129,popup_shop,66
67,2018-12-04 19:02:46.132,unique,67
68,2018-09-04 14:41:08.413,popup_shop,68
69,2018-04-10 08:57:54.965,unique,69
70,2018-02-28 14:42:39.199,popup_bar,70
71,2018-03-27 08:04:10.930,popup_shop,71
72,2018-08-30 19:57:31.375,popup_shop,72
73,2018-05-23 00:42:14.473,unique,73
74,2018-02-22 21:01:49.968,popup_bar,74
75,2018-09-21 08:40:08.501,popup_shop,75
76,2018-09-04 08:29:13.078,popup_shop,76
77,2018-07-17 22:09:00.215,private_event,77
78,2018-03-11 18:19:16.326,popup_shop,78
79,2018-01-19 05:02:36.224,popup_bar,79
80,2018-04-30 10:53:18.795,gallery,80
81,2018-01-05 13:42:16.815,gallery,81
82,2018-02-01 14:07:46.774,popup_shop,82
83,2018-12-06 12:00:59.660,popup_shop,83
84,2018-12-06 19:44:11.276,popup_shop,84
85,2018-06-11 09:32:19.791,unique,85
86,2018-12-12 10:39:25.784,private_event,86
87,2018-07-05 15:52:41.666,popup_shop,87
88,2018-08-30 16:26:41.983,unique,88
89,2018-10-08 10:48:17.299,popup_shop,89
90,2018-07-30 20:59:20.590,private_event,90
91,2018-12-03 00:15:55.410,popup_shop,91
92,2018-05-08 20:51:45.853,unique,92
93,2018-01-02 17:08:27.105,popup_shop,93
94,2018-11-26 10:51:39.051,popup_shop,94
95,2018-06-22 14:29:17.911,popup_shop,95
96,2018-06-17 14:11:31.580,private_event,96
97,2018-08-21 22:39:35.497,private_event,97
98,2018-01-04 15:09:03.265,popup_shop,98
99,2018-01-12 15:42:09.365,popup_bar,99
100,2018-07-12 10:44:15.219,popup_shop,100
101,2018-10-15 21:57:41.682,popup_shop,101
102,2018-11-23 14:01:02.635,popup_shop,102
103,2018-04-03 20:58:23.137,unique,103
104,2019-01-16 13:57:26.405,popup_shop,104
105,2018-08-18 14:11:54.238,popup_shop,105
106,2018-01-27 22:23:49.709,popup_bar,106
107,2018-02-13 15:36:00.266,popup_shop,107
108,2018-02-19 16:03:12.941,popup_shop,108
109,2018-05-10 09:01:29.601,private_event,109
110,2018-10-02 11:18:27.444,popup_shop,110
111,2018-10-03 12:51:05.880,popup_shop,111
112,2018-05-25 14:43:40.302,private_event,112
113,2018-01-05 10:41:42.804,popup_shop,113
114,2018-03-15 15:38:45.872,private_event,114
115,2018-10-22 18:26:29.331,unique,115
116,2018-10-16 15:01:58.710,popup_bar,116
117,2018-04-18 07:41:37.592,popup_shop,117
118,2018-02-18 15:55:48.003,popup_bar,118
119,2018-05-16 19:20:26.838,popup_shop,119
120,2019-01-03 12:02:09.265,popup_shop,120
121,2018-08-15 14:38:43.506,popup_shop,121
122,2018-04-08 19:31:44.023,unique,122
123,2018-12-05 08:11:00.578,popup_shop,123
124,2018-03-12 21:49:46.395,popup_shop,124
125,2018-11-15 16:50:08.088,popup_shop,125
126,2018-03-27 15:57:20.683,gallery,126
127,2018-04-10 07:34:34.909,popup_shop,127
128,2018-01-30 13:58:45.829,popup_shop,128
129,2018-03-01 10:34:32.708,gallery,129
130,2019-01-07 12:24:04.251,popup_shop,130
131,2018-01-27 17:40:11.633,popup_shop,131
132,2018-12-02 01:11:24.642,gallery,132
133,2018-03-15 14:29:37.726,popup_shop,133
134,2018-02-23 15:34:16.054,popup_bar,134
135,2018-03-29 15:17:36.680,popup_bar,135
136,2018-01-29 05:17:22.457,popup_shop,136
137,2018-02-23 16:57:55.167,popup_shop,137
138,2018-01-10 22:17:48.907,popup_shop,138
139,2018-01-27 04:06:44.142,private_event,139
140,2018-11-04 21:41:08.471,popup_shop,140
141,2018-10-29 14:52:46.640,popup_bar,141
142,2018-12-09 12:12:55.723,popup_shop,142
143,2018-07-23 13:35:42.830,popup_shop,143
144,2019-01-11 15:34:02.093,popup_shop,144
145,2018-03-23 09:41:46.530,unique,145
146,2018-06-26 21:37:37.541,popup_shop,146
147,2018-09-19 15:16:03.953,popup_bar,147
148,2018-01-18 13:56:32.109,gallery,148
149,2018-06-14 14:35:01.947,private_event,149
150,2018-09-26 07:19:35.366,popup_shop,150
151,2018-05-09 13:25:00.289,popup_shop,151
152,2018-03-28 05:55:24.654,unique,152
153,2018-01-22 09:30:10.109,popup_bar,153
154,2018-02-07 15:03:15.374,popup_shop,154
155,2018-01-23 12:24:41.473,private_event,155
156,2018-02-19 14:28:13.050,popup_shop,156
157,2018-01-12 14:38:15.138,popup_shop,157
158,2018-05-29 16:19:35.849,popup_shop,158
159,2018-09-19 10:53:06.347,popup_bar,159
160,2018-05-07 15:25:52.095,popup_shop,160
161,2018-01-20 17:02:15.343,popup_shop,161
162,2018-10-09 14:42:08.305,unique,162
163,2018-01-22 19:09:56.985,popup_bar,163
164,2018-01-19 12:17:42.314,popup_shop,164
165,2018-06-16 14:22:50.323,popup_shop,165
166,2018-02-15 15:56:34.717,popup_shop,166
167,2018-06-19 12:10:20.794,popup_bar,167
168,2018-03-25 16:42:37.814,popup_bar,168
169,2018-01-17 11:41:04.033,private_event,169
170,2018-10-29 10:48:19.305,popup_shop,170
171,2018-04-27 09:26:57.507,unique,171
172,2018-06-15 14:38:54.075,popup_shop,172
173,2018-11-28 15:17:30.265,popup_shop,173
174,2018-01-11 18:40:03.125,private_event,174
175,2018-09-17 09:33:01.212,popup_bar,175
176,2018-07-09 10:45:31.734,popup_bar,176
177,2018-08-19 22:02:04.004,unique,177
178,2018-07-04 08:49:53.646,unique,178
179,2018-08-16 11:14:57.032,popup_shop,179
180,2018-07-18 23:50:55.343,popup_shop,180
181,2018-08-09 11:27:12.469,popup_shop,181
182,2018-06-25 10:20:12.339,popup_shop,182
183,2018-05-31 10:26:25.010,unique,183
184,2018-09-17 21:15:15.666,unique,184
185,2018-04-27 18:03:42.238,popup_shop,185
186,2018-01-29 16:10:00.944,popup_shop,186
187,2018-01-11 20:49:36.571,popup_shop,187
188,2018-07-17 12:57:25.468,popup_shop,188
189,2018-01-30 20:11:19.053,popup_shop,189
190,2018-04-27 17:02:10.809,popup_shop,190
191,2018-09-05 17:57:54.045,gallery,191
192,2018-09-11 14:15:02.997,private_event,192
193,2018-04-27 19:21:19.293,private_event,193
194,2018-02-13 20:24:54.928,unique,194
195,2018-09-13 14:46:38.555,private_event,195
196,2018-03-06 13:59:36.379,gallery,196
197,2018-02-02 21:18:54.290,popup_shop,197
198,2018-10-04 16:47:05.747,popup_shop,198
199,2018-10-02 12:24:50.305,popup_shop,199
200,2018-12-18 15:21:09.637,popup_shop,200
201,2018-02-13 10:49:41.788,popup_shop,201
202,2018-11-29 17:32:41.241,private_event,202
